1,08:00,28,3,2
1,08:01,27,3,2
1,08:02,26,3,2
1,08:03,25,3,2
1,08:04,24,3,2
1,08:05,23,3,2
1,08:06,22,3,2
1,08:07,21,3,2
1,08:08,20,3,2
1,08:09,19,3,2
1,08:10,18,3,2
1,08:11,17,3,2
1,08:12,16,3,2
1,08:13,15,3,2
1,08:14,14,3,2
1,08:15,13,3,2
1,08:16,12,3,2
1,08:17,11,3,2
1,08:18,10,3,2
1,08:19,9,3,2
1,08:20,8,3,3
1,08:21,7,3,2
1,08:22,6,3,2
1,08:23,5,3,2
1,08:24,4,3,2
1,08:25,3,3,2
1,08:26,2,3,2
1,08:27,1,3,2
1,08:28,453,4,0
1,08:29,452,4,0
1,08:30,451,4,0
1,08:31,450,4,0
1,08:32,449,4,0
1,08:33,448,4,0
1,08:34,447,4,0
1,08:35,446,4,0
1,08:36,445,4,0
1,08:37,444,4,0
1,08:38,443,4,0
1,08:39,442,4,0
1,08:40,441,4,0
1,08:41,440,4,0
1,08:42,439,4,0
1,08:43,438,4,0
1,08:44,437,4,0
1,08:45,436,4,0
1,08:46,435,4,0
1,08:47,434,4,0
1,08:48,433,4,0
1,08:49,432,4,0
1,08:50,431,4,0
1,08:51,430,4,0
1,08:52,429,4,0
1,08:53,428,4,0
1,08:54,427,4,0
1,08:55,426,4,0
1,08:56,425,4,0
1,08:57,424,4,0
1,08:58,423,4,0
