1,08:00,3,3,5
1,08:01,2,3,5
1,08:02,1,3,5
1,08:03,21,3,1
1,08:04,20,3,1
1,08:05,19,3,1
1,08:06,18,3,1
1,08:07,17,3,1
1,08:08,16,3,1
1,08:09,15,3,1
1,08:10,14,3,1
1,08:11,13,3,1
1,08:12,12,3,1
1,08:13,11,3,1
1,08:14,10,3,1
1,08:15,9,3,1
1,08:16,8,3,1
1,08:17,7,3,1
1,08:18,6,3,1
1,08:19,5,3,4
1,08:20,4,3,4
1,08:21,3,3,4
1,08:22,2,3,4
1,08:23,1,3,4
1,08:24,9,1,0
1,08:25,8,1,0
1,08:26,7,1,0
1,08:27,6,1,0
1,08:28,5,1,0
1,08:29,4,1,0
1,08:30,3,1,0
1,08:31,2,1,0
1,08:32,1,1,0
1,08:33,21,1,0
1,08:34,20,1,0
1,08:35,19,1,0
1,08:36,18,1,0
1,08:37,17,1,0
1,08:38,16,1,0
1,08:39,15,1,0
1,08:40,14,1,0
1,08:41,13,1,0
1,08:42,12,1,0
1,08:43,11,1,0
1,08:44,10,1,0
1,08:45,9,1,0
1,08:46,8,1,0
1,08:47,7,1,0
1,08:48,6,1,0
1,08:49,5,1,0
1,08:50,4,1,0
1,08:51,3,1,0
1,08:52,2,1,0
1,08:53,1,1,0
1,08:54,9,4,0
1,08:55,8,4,0
1,08:56,7,4,0
1,08:57,6,4,0
1,08:58,5,4,0
