1,08:00,1,2,5
1,08:01,25,1,0
1,08:02,24,1,0
1,08:03,23,1,0
1,08:04,22,1,0
1,08:05,21,1,0
1,08:06,20,1,0
1,08:07,19,1,0
1,08:08,18,1,0
1,08:09,17,1,0
1,08:10,16,1,0
1,08:11,15,1,0
1,08:12,14,1,0
1,08:13,13,1,0
1,08:14,12,1,0
1,08:15,11,1,0
1,08:16,10,1,0
1,08:17,9,1,0
1,08:18,8,1,0
1,08:19,7,1,0
1,08:20,6,1,0
1,08:21,5,1,0
1,08:22,4,1,0
1,08:23,3,1,0
1,08:24,2,1,0
1,08:25,1,1,0
1,08:26,5,2,3
1,08:27,4,2,1
1,08:28,3,2,3
1,08:29,2,2,3
1,08:30,1,2,1
1,08:31,25,4,0
1,08:32,24,4,0
1,08:33,23,4,0
1,08:34,22,4,0
1,08:35,21,4,0
1,08:36,20,4,0
1,08:37,19,4,0
1,08:38,18,4,0
1,08:39,17,4,0
1,08:40,16,4,0
1,08:41,15,4,0
1,08:42,14,4,0
1,08:43,13,4,0
1,08:44,12,4,0
1,08:45,11,4,0
1,08:46,10,4,0
1,08:47,9,4,0
1,08:48,8,4,0
1,08:49,7,4,0
1,08:50,6,4,0
1,08:51,5,4,0
1,08:52,4,4,0
1,08:53,3,4,0
1,08:54,2,4,0
1,08:55,1,4,0
1,08:56,5,3,2
1,08:57,4,3,2
1,08:58,3,3,2
1,08:59,2,3,2
