"","timestamp","object_id","x","y","timestamp2"
"564076","2018-06-21T08:44:24Z",2315745,-1000.5,111.389,2018-06-21 10:44:24
"564077","2018-06-21T08:44:24Z",2316053,-784.626,483.864,2018-06-21 10:44:24
"564078","2018-06-21T08:44:24Z",2316055,-2135.24,275.431,2018-06-21 10:44:24
"564079","2018-06-21T08:44:24Z",2316072,-3764.38,-6.8172,2018-06-21 10:44:24
"564080","2018-06-21T08:44:24Z",2316238,186.752,355.35,2018-06-21 10:44:24
"564081","2018-06-21T08:44:24Z",2316239,-1718.08,248.425,2018-06-21 10:44:24
"564082","2018-06-21T08:44:24Z",2316252,-1981.84,56.8266,2018-06-21 10:44:24
"564083","2018-06-21T08:44:24Z",2316269,-774.182,431.242,2018-06-21 10:44:24
"564084","2018-06-21T08:44:24Z",2316272,-1013.04,340.851,2018-06-21 10:44:24
"564085","2018-06-21T08:44:24Z",2316275,-2665.35,68.5694,2018-06-21 10:44:24
"564086","2018-06-21T08:44:24Z",2316280,-293.176,389.052,2018-06-21 10:44:24
"564087","2018-06-21T08:44:24Z",2316282,-387.104,374.017,2018-06-21 10:44:24
"564088","2018-06-21T08:44:24Z",2316284,-834.258,440.744,2018-06-21 10:44:24
"564089","2018-06-21T08:44:24Z",2316295,-4134.75,327.478,2018-06-21 10:44:24
"564090","2018-06-21T08:44:24Z",2316299,-1613.09,341.645,2018-06-21 10:44:24
"564091","2018-06-21T08:44:24Z",2316304,-1292.24,346.065,2018-06-21 10:44:24
"564092","2018-06-21T08:44:24Z",2316306,-376.151,6.9564,2018-06-21 10:44:24
"564093","2018-06-21T08:44:24Z",2316309,-1249.68,367.794,2018-06-21 10:44:24
"564094","2018-06-21T08:44:24Z",2316313,-1492.33,346.658,2018-06-21 10:44:24
"564095","2018-06-21T08:44:24Z",2316316,-4410.72,235.233,2018-06-21 10:44:24
"564096","2018-06-21T08:44:24Z",2316317,-3681.37,44.305,2018-06-21 10:44:24
"564097","2018-06-21T08:44:24Z",2316330,-593.827,313.653,2018-06-21 10:44:24
"564098","2018-06-21T08:44:24Z",2316332,-4245.17,413.83,2018-06-21 10:44:24
"564099","2018-06-21T08:44:24Z",2316333,-578.19,444.498,2018-06-21 10:44:24
"564100","2018-06-21T08:44:24Z",2316334,-627.6,68.3174,2018-06-21 10:44:24
"564101","2018-06-21T08:44:24Z",2316335,-364.18,466.882,2018-06-21 10:44:24
"564102","2018-06-21T08:44:24Z",2316340,-640.015,369.047,2018-06-21 10:44:24
"564103","2018-06-21T08:44:25Z",2315745,-994.574,110.82,2018-06-21 10:44:25
"564104","2018-06-21T08:44:25Z",2316053,-783.925,479.821,2018-06-21 10:44:25
"564105","2018-06-21T08:44:25Z",2316055,-2143.65,282.562,2018-06-21 10:44:25
"564106","2018-06-21T08:44:25Z",2316072,-3764.43,-5.7709,2018-06-21 10:44:25
"564107","2018-06-21T08:44:25Z",2316238,188.227,357.506,2018-06-21 10:44:25
"564108","2018-06-21T08:44:25Z",2316239,-1717.56,250.715,2018-06-21 10:44:25
"564109","2018-06-21T08:44:25Z",2316252,-1981.16,54.2399,2018-06-21 10:44:25
"564110","2018-06-21T08:44:25Z",2316269,-774.036,438.182,2018-06-21 10:44:25
"564111","2018-06-21T08:44:25Z",2316272,-1012.98,341.503,2018-06-21 10:44:25
"564112","2018-06-21T08:44:25Z",2316275,-2663.64,68.7124,2018-06-21 10:44:25
"564113","2018-06-21T08:44:25Z",2316280,-297.548,398.568,2018-06-21 10:44:25
"564114","2018-06-21T08:44:25Z",2316282,-387.786,374.35,2018-06-21 10:44:25
"564115","2018-06-21T08:44:25Z",2316284,-831.017,440.027,2018-06-21 10:44:25
"564116","2018-06-21T08:44:25Z",2316295,-4113.38,329.612,2018-06-21 10:44:25
"564117","2018-06-21T08:44:25Z",2316299,-1615.23,344.283,2018-06-21 10:44:25
"564118","2018-06-21T08:44:25Z",2316304,-1292.17,349.777,2018-06-21 10:44:25
"564119","2018-06-21T08:44:25Z",2316306,-287.645,-9.709,2018-06-21 10:44:25
"564120","2018-06-21T08:44:25Z",2316309,-1251.4,361.831,2018-06-21 10:44:25
"564121","2018-06-21T08:44:25Z",2316313,-1491.96,346.303,2018-06-21 10:44:25
"564122","2018-06-21T08:44:25Z",2316316,-4412.76,234.719,2018-06-21 10:44:25
"564123","2018-06-21T08:44:25Z",2316317,-3681.29,44.0251,2018-06-21 10:44:25
"564124","2018-06-21T08:44:25Z",2316330,-594.918,314.639,2018-06-21 10:44:25
"564125","2018-06-21T08:44:25Z",2316332,-4336.2,414.467,2018-06-21 10:44:25
"564126","2018-06-21T08:44:25Z",2316333,-673.411,410.654,2018-06-21 10:44:25
"564127","2018-06-21T08:44:25Z",2316334,-680.367,109.437,2018-06-21 10:44:25
"564128","2018-06-21T08:44:25Z",2316335,-480.726,457.063,2018-06-21 10:44:25
"564129","2018-06-21T08:44:25Z",2316340,-567.179,391.165,2018-06-21 10:44:25
