"","timestamp","object_id","x","y","timestamp2"
"577467","2018-06-21T08:54:50Z",2316333,-2579.87,342.264,2018-06-21 10:54:50
"577468","2018-06-21T08:54:50Z",2316335,-2511.82,286.958,2018-06-21 10:54:50
"577469","2018-06-21T08:54:50Z",2316667,-942.891,-98.9502,2018-06-21 10:54:50
"577470","2018-06-21T08:54:50Z",2316721,-827.738,-21.0727,2018-06-21 10:54:50
"577471","2018-06-21T08:54:50Z",2316722,-855.633,-61.6569,2018-06-21 10:54:50
"577472","2018-06-21T08:54:50Z",2316778,-4432.52,279.974,2018-06-21 10:54:50
"577473","2018-06-21T08:54:50Z",2316792,-3801.5,189.058,2018-06-21 10:54:50
"577474","2018-06-21T08:54:50Z",2316817,-339.568,399.364,2018-06-21 10:54:50
"577475","2018-06-21T08:54:50Z",2316818,-3638.98,165.195,2018-06-21 10:54:50
"577476","2018-06-21T08:54:50Z",2316819,-724.398,13.5474,2018-06-21 10:54:50
"577477","2018-06-21T08:54:50Z",2316822,-882.558,257.045,2018-06-21 10:54:50
"577478","2018-06-21T08:54:50Z",2316825,-2301.05,75.6044,2018-06-21 10:54:50
"577479","2018-06-21T08:54:50Z",2316826,-650.571,222.153,2018-06-21 10:54:50
"577480","2018-06-21T08:54:50Z",2316827,-3827.97,208.832,2018-06-21 10:54:50
"577481","2018-06-21T08:54:50Z",2316828,-803.058,196.625,2018-06-21 10:54:50
"577482","2018-06-21T08:54:50Z",2316830,-3022.94,9.3476,2018-06-21 10:54:50
"577483","2018-06-21T08:54:50Z",2316831,-3746.07,163.414,2018-06-21 10:54:50
"577484","2018-06-21T08:54:50Z",2316832,-698.173,106.823,2018-06-21 10:54:50
"577485","2018-06-21T08:54:50Z",2316833,-3769.37,177.886,2018-06-21 10:54:50
"577486","2018-06-21T08:54:50Z",2316836,-780.386,98.7251,2018-06-21 10:54:50
"577487","2018-06-21T08:54:50Z",2316837,-3859.72,-63.4149,2018-06-21 10:54:50
"577488","2018-06-21T08:54:50Z",2316838,-836.885,51.7971,2018-06-21 10:54:50
"577489","2018-06-21T08:54:50Z",2316840,-3796.58,-6.3761,2018-06-21 10:54:50
"577490","2018-06-21T08:54:50Z",2316841,-898.322,13.0006,2018-06-21 10:54:50
"577491","2018-06-21T08:54:50Z",2316842,60.0877,-3.1713,2018-06-21 10:54:50
"577492","2018-06-21T08:54:50Z",2316844,-3382.73,69.0392,2018-06-21 10:54:50
"577493","2018-06-21T08:54:50Z",2316845,-3420.77,-75.5241,2018-06-21 10:54:50
"577494","2018-06-21T08:54:51Z",2316333,-2578.95,343.41,2018-06-21 10:54:51
"577495","2018-06-21T08:54:51Z",2316335,-2511.61,285.861,2018-06-21 10:54:51
"577496","2018-06-21T08:54:51Z",2316667,-939.679,-106.36,2018-06-21 10:54:51
"577497","2018-06-21T08:54:51Z",2316721,-848.426,-39.4998,2018-06-21 10:54:51
"577498","2018-06-21T08:54:51Z",2316722,-906.634,-88.2821,2018-06-21 10:54:51
"577499","2018-06-21T08:54:51Z",2316817,-402.453,393.142,2018-06-21 10:54:51
"577500","2018-06-21T08:54:51Z",2316818,-3692.48,174.959,2018-06-21 10:54:51
"577501","2018-06-21T08:54:51Z",2316819,-796.059,16.595,2018-06-21 10:54:51
"577502","2018-06-21T08:54:51Z",2316825,-2150.19,69.972,2018-06-21 10:54:51
"577503","2018-06-21T08:54:51Z",2316826,-756.226,245.884,2018-06-21 10:54:51
"577504","2018-06-21T08:54:51Z",2316827,-3827.9,207.503,2018-06-21 10:54:51
"577505","2018-06-21T08:54:51Z",2316828,-870.032,179.882,2018-06-21 10:54:51
"577506","2018-06-21T08:54:51Z",2316830,-3132.32,9.897,2018-06-21 10:54:51
"577507","2018-06-21T08:54:51Z",2316831,-3752.18,162.62,2018-06-21 10:54:51
"577508","2018-06-21T08:54:51Z",2316832,-635.653,103.838,2018-06-21 10:54:51
"577509","2018-06-21T08:54:51Z",2316833,-3777.25,171.321,2018-06-21 10:54:51
"577510","2018-06-21T08:54:51Z",2316836,-781.526,169.411,2018-06-21 10:54:51
"577511","2018-06-21T08:54:51Z",2316837,-3968.45,-60.5223,2018-06-21 10:54:51
"577512","2018-06-21T08:54:51Z",2316838,-782.552,68.7593,2018-06-21 10:54:51
"577513","2018-06-21T08:54:51Z",2316840,-3946.67,10.2385,2018-06-21 10:54:51
"577514","2018-06-21T08:54:51Z",2316841,-874.599,60.4333,2018-06-21 10:54:51
"577515","2018-06-21T08:54:51Z",2316842,-117.232,-27.5998,2018-06-21 10:54:51
"577516","2018-06-21T08:54:51Z",2316844,-3335.82,62.4125,2018-06-21 10:54:51
"577517","2018-06-21T08:54:51Z",2316845,-3441.24,29.6738,2018-06-21 10:54:51
