"","timestamp","object_id","x","y","timestamp2"
"535499","2018-06-21T08:16:30Z",2313805,-1631.52,154.498,2018-06-21 10:16:30
"535500","2018-06-21T08:16:30Z",2313836,-927.467,337.85,2018-06-21 10:16:30
"535501","2018-06-21T08:16:30Z",2314228,-2032.94,290.627,2018-06-21 10:16:30
"535502","2018-06-21T08:16:30Z",2314241,-2974.59,356.802,2018-06-21 10:16:30
"535503","2018-06-21T08:16:30Z",2314406,-1075.84,348.407,2018-06-21 10:16:30
"535504","2018-06-21T08:16:30Z",2314698,-2803.44,332.354,2018-06-21 10:16:30
"535505","2018-06-21T08:16:30Z",2314817,-1909.94,264.294,2018-06-21 10:16:30
"535506","2018-06-21T08:16:30Z",2314829,-4350.32,51.0135,2018-06-21 10:16:30
"535507","2018-06-21T08:16:30Z",2314838,-1704.01,284.322,2018-06-21 10:16:30
"535508","2018-06-21T08:16:30Z",2314839,83.8882,40.0503,2018-06-21 10:16:30
"535509","2018-06-21T08:16:30Z",2314845,-827.482,341.691,2018-06-21 10:16:30
"535510","2018-06-21T08:16:30Z",2314848,-2506.76,221.919,2018-06-21 10:16:30
"535511","2018-06-21T08:16:30Z",2314852,-2610.61,331.26,2018-06-21 10:16:30
"535512","2018-06-21T08:16:30Z",2314853,-1329.98,350.613,2018-06-21 10:16:30
"535513","2018-06-21T08:16:30Z",2314855,-3730.86,249.036,2018-06-21 10:16:30
"535514","2018-06-21T08:16:30Z",2314857,-2275.25,205.918,2018-06-21 10:16:30
"535515","2018-06-21T08:16:30Z",2314861,-3663.26,76.4016,2018-06-21 10:16:30
"535516","2018-06-21T08:16:30Z",2314862,-1557.48,329.222,2018-06-21 10:16:30
"535517","2018-06-21T08:16:30Z",2314864,-2418.35,323.019,2018-06-21 10:16:30
"535518","2018-06-21T08:16:30Z",2314869,-3407.18,317.983,2018-06-21 10:16:30
"535519","2018-06-21T08:16:30Z",2314873,-3882.09,351.719,2018-06-21 10:16:30
"535520","2018-06-21T08:16:30Z",2314875,-3171.11,325.194,2018-06-21 10:16:30
"535521","2018-06-21T08:16:30Z",2314885,-686.685,357.847,2018-06-21 10:16:30
"535522","2018-06-21T08:16:30Z",2314905,-2551.74,102.288,2018-06-21 10:16:30
"535523","2018-06-21T08:16:30Z",2314919,-2191.16,373.598,2018-06-21 10:16:30
"535524","2018-06-21T08:16:30Z",2314920,-2252.24,330.846,2018-06-21 10:16:30
"535525","2018-06-21T08:16:30Z",2314932,-2023.11,155.909,2018-06-21 10:16:30
"535526","2018-06-21T08:16:30Z",2314935,-1214.6,341.465,2018-06-21 10:16:30
"535527","2018-06-21T08:16:30Z",2314939,80.2924,364.073,2018-06-21 10:16:30
"535528","2018-06-21T08:16:30Z",2314956,-1842.77,55.9852,2018-06-21 10:16:30
"535529","2018-06-21T08:16:30Z",2314973,-681.788,415.751,2018-06-21 10:16:30
"535530","2018-06-21T08:16:30Z",2314982,-1639.47,367.634,2018-06-21 10:16:30
"535531","2018-06-21T08:16:30Z",2314986,-1686.88,241.79,2018-06-21 10:16:30
"535532","2018-06-21T08:16:31Z",2313805,-1630.27,154.785,2018-06-21 10:16:31
"535533","2018-06-21T08:16:31Z",2313836,-928.343,337.576,2018-06-21 10:16:31
"535534","2018-06-21T08:16:31Z",2314228,-2034.05,289.615,2018-06-21 10:16:31
"535535","2018-06-21T08:16:31Z",2314241,-2974.24,357.595,2018-06-21 10:16:31
"535536","2018-06-21T08:16:31Z",2314406,-1074.6,349.01,2018-06-21 10:16:31
