"","timestamp","object_id","x","y","timestamp2"
"542704","2018-06-21T08:22:31Z",2315226,-1757.3,237.204,2018-06-21 10:22:31
"542705","2018-06-21T08:22:31Z",2315230,-3722.05,339.913,2018-06-21 10:22:31
"542706","2018-06-21T08:22:31Z",2315234,-3176.37,5.9296,2018-06-21 10:22:31
"542707","2018-06-21T08:22:31Z",2315301,-3109.87,322.289,2018-06-21 10:22:31
"542708","2018-06-21T08:22:31Z",2315328,-2203.46,152.827,2018-06-21 10:22:31
"542709","2018-06-21T08:22:31Z",2315343,-46.0865,360.35,2018-06-21 10:22:31
"542710","2018-06-21T08:22:31Z",2315344,-760.17,155.506,2018-06-21 10:22:31
"542711","2018-06-21T08:22:32Z",2315226,-1792.23,253.206,2018-06-21 10:22:32
"542712","2018-06-21T08:22:32Z",2315230,-3724.47,346.511,2018-06-21 10:22:32
"542713","2018-06-21T08:22:32Z",2315234,-3176.63,6.0266,2018-06-21 10:22:32
"542714","2018-06-21T08:22:32Z",2315301,-3111.55,324.628,2018-06-21 10:22:32
"542715","2018-06-21T08:22:32Z",2315328,-2202,158.292,2018-06-21 10:22:32
"542716","2018-06-21T08:22:32Z",2315343,-43.2725,360.114,2018-06-21 10:22:32
"542717","2018-06-21T08:22:32Z",2315344,-731.577,149.103,2018-06-21 10:22:32
