timestamp,object_id,x,y
2018-06-21T17:00:06Z,2359737,199.444,146.009
2018-06-21T17:00:06Z,2359750,-1194.99,409.908
2018-06-21T17:00:06Z,2359755,-2206.47,-8.2022
2018-06-21T17:00:06Z,2359759,-782.23,129.176
2018-06-21T17:00:06Z,2359763,-2184.22,84.4738
2018-06-21T17:00:06Z,2359765,-2949.85,429.201
2018-06-21T17:00:06Z,2359769,-3340.45,5.0317
2018-06-21T17:00:06Z,2359775,-322.484,481.474
2018-06-21T17:00:06Z,2359777,-1941.58,275.507
2018-06-21T17:00:07Z,2358964,-2373.22,255.551
2018-06-21T17:00:07Z,2359044,-1661.52,134.873
2018-06-21T17:00:07Z,2359589,-1189.53,320.727
2018-06-21T17:00:07Z,2359612,-2098.31,337.769
2018-06-21T17:00:07Z,2359622,-715.67,414.385
2018-06-21T17:00:07Z,2359632,-2889.69,363.568
2018-06-21T17:00:07Z,2359635,-2786.76,105.425
2018-06-21T17:00:07Z,2359637,-2580.46,323.017
2018-06-21T17:00:07Z,2359651,-1640.22,330.388
2018-06-21T17:00:07Z,2359658,-974.766,85.8083
2018-06-21T17:00:07Z,2359678,-829.749,339.191
2018-06-21T17:00:07Z,2359679,-913.598,344.212
2018-06-21T17:00:07Z,2359695,-1693.36,235.958
2018-06-21T17:00:07Z,2359718,-473.138,336.1
2018-06-21T17:00:07Z,2359719,-4310.92,192.406
2018-06-21T17:00:07Z,2359723,-4312.13,303.946
2018-06-21T17:00:07Z,2359724,-611.086,6.7054
2018-06-21T17:00:07Z,2359727,-1796.19,342.015
2018-06-21T17:00:07Z,2359729,123.656,294.78
2018-06-21T17:00:07Z,2359731,-1703.9,375.287
2018-06-21T17:00:07Z,2359733,-1922.59,122.736
2018-06-21T17:00:07Z,2359735,-4157.57,369.29
2018-06-21T17:00:07Z,2359736,134.82,184.495
2018-06-21T17:00:07Z,2359737,198.25,148.605
2018-06-21T17:00:07Z,2359750,-1193.39,403.28
2018-06-21T17:00:07Z,2359755,-2146.13,9.7857
2018-06-21T17:00:07Z,2359759,-784.107,128.045
2018-06-21T17:00:07Z,2359763,-2059.75,63.8318
2018-06-21T17:00:07Z,2359765,-2818.76,438.074
2018-06-21T17:00:07Z,2359769,-3204.6,3.4427
